fecha,plaza,fuente,producto,moneda,precio_tn,var_abs,var_pct,tendencia,hora_fuente,url_fuente
2025-09-02,Rosario,CAC Rosario,Soja,ARS,400000.0,,,,17:00,https://www.cac.bcr.com.ar/es/precios-de-pizarra/consultas?product=13&type=pizarra&date_start=2025-09-02&date_end=2025-09-02
